Session,start,End,Name,State,Party,Body,Session
110th (2007-2009),2007,2009,"GREEN, Al",TX,Democrat,House,110
110th (2007-2009),2007,2009,"HASTINGS, Alcee Lamar",FL,Democrat,House,110
110th (2007-2009),2007,2009,"JACKSON, Jesse L., Jr.",IL,Democrat,House,110
110th (2007-2009),2007,2009,"JACKSON LEE, Sheila",TX,Democrat,House,110
110th (2007-2009),2007,2009,"JEFFERSON, William Jennings",LA,Democrat,House,110
110th (2007-2009),2007,2009,"JOHNSON, Eddie Bernice",TX,Democrat,House,110
110th (2007-2009),2007,2009,"JOHNSON, Hank",GA,Democrat,House,110
110th (2007-2009),2007,2009,"JONES, Stephanie Tubbs 20",OH,Democrat,House,110
110th (2007-2009),2007,2009,"KILPATRICK, Carolyn Cheeks",MI,Democrat,House,110
110th (2007-2009),2007,2009,"LEE, Barbara",CA,Democrat,House,110
110th (2007-2009),2007,2009,"LEWIS, John R.",GA,Democrat,House,110
110th (2007-2009),2007,2009,"MEEK, Kendrick B.",FL,Democrat,House,110
110th (2007-2009),2007,2009,"MEEKS, Gregory W.",NY,Democrat,House,110
110th (2007-2009),2007,2009,"MILLENDER-MCDONALD, Juanita 21",CA,Democrat,House,110
110th (2007-2009),2007,2009,"MOORE, Gwendolynne S. (Gwen)",WI,Democrat,House,110
110th (2007-2009),2007,2009,"NORTON, Eleanor Holmes",DC,Democrat,House,110
110th (2007-2009),2007,2009,"OBAMA, Barack 22",IL,Democrat,Senate,110
110th (2007-2009),2007,2009,"PAYNE, Donald Milford",NJ,Democrat,House,110
110th (2007-2009),2007,2009,"RANGEL, Charles B.",NY,Democrat,House,110
110th (2007-2009),2007,2009,"RICHARDSON, Laura 23",CA,Democrat,House,110
110th (2007-2009),2007,2009,"RUSH, Bobby L.",IL,Democrat,House,110
110th (2007-2009),2007,2009,"SCOTT, David",GA,Democrat,House,110
110th (2007-2009),2007,2009,"SCOTT, Robert C.",VA,Democrat,House,110
110th (2007-2009),2007,2009,"THOMPSON, Bennie",MS,Democrat,House,110
110th (2007-2009),2007,2009,"TOWNS, Edolphus",NY,Democrat,House,110
110th (2007-2009),2007,2009,"WATERS, Maxine",CA,Democrat,House,110
110th (2007-2009),2007,2009,"WATSON, Diane Edith",CA,Democrat,House,110
110th (2007-2009),2007,2009,"WATT, Melvin L.",NC,Democrat,House,110
110th (2007-2009),2007,2009,"WYNN, Albert Russell 24",MD,Democrat,House,110
111th (2009-2011),2009,2011,,,,,111
111th (2009-2011),2009,2011,"BISHOP, Sanford Dixon, Jr.",GA,Democrat,House,111
111th (2009-2011),2009,2011,"BROWN, Corrine",FL,Democrat,House,111
111th (2009-2011),2009,2011,"BURRIS, Roland 25",IL,Democrat,Senate,111
111th (2009-2011),2009,2011,"BUTTERFIELD, George Kenneth, Jr. (G.K.)",NC,Democrat,House,111
111th (2009-2011),2009,2011,"CARSON, André",IN,Democrat,House,111
111th (2009-2011),2009,2011,"CHRISTENSEN, Donna Marie",VI,Democrat,House,111
111th (2009-2011),2009,2011,"CLARKE, Yvette Diane",NY,Democrat,House,111
111th (2009-2011),2009,2011,"CLAY, William Lacy, Jr.",MO,Democrat,House,111
111th (2009-2011),2009,2011,"CLEAVER, Emanuel, II",MO,Democrat,House,111
111th (2009-2011),2009,2011,"CLYBURN, James Enos",SC,Democrat,House,111
111th (2009-2011),2009,2011,"CONYERS, John, Jr.",MI,Democrat,House,111
111th (2009-2011),2009,2011,"CUMMINGS, Elijah Eugene",MD,Democrat,House,111
111th (2009-2011),2009,2011,"DAVIS, Artur",AL,Democrat,House,111
111th (2009-2011),2009,2011,"DAVIS, Danny K.",IL,Democrat,House,111
111th (2009-2011),2009,2011,"EDWARDS, Donna F.",MD,Democrat,House,111
111th (2009-2011),2009,2011,"ELLISON, Keith",MN,Democrat,House,111
111th (2009-2011),2009,2011,"FATTAH, Chaka",PA,Democrat,House,111
111th (2009-2011),2009,2011,"FUDGE, Marcia L.",OH,Democrat,House,111
111th (2009-2011),2009,2011,"GREEN, Al",TX,Democrat,House,111
111th (2009-2011),2009,2011,"HASTINGS, Alcee Lamar",FL,Democrat,House,111
111th (2009-2011),2009,2011,"JACKSON, Jesse L., Jr.",IL,Democrat,House,111
111th (2009-2011),2009,2011,"JACKSON LEE, Sheila",TX,Democrat,House,111
111th (2009-2011),2009,2011,"JOHNSON, Eddie Bernice",TX,Democrat,House,111
111th (2009-2011),2009,2011,"JOHNSON, Hank",GA,Democrat,House,111
111th (2009-2011),2009,2011,"KILPATRICK, Carolyn Cheeks",MI,Democrat,House,111
111th (2009-2011),2009,2011,"LEE, Barbara",CA,Democrat,House,111
111th (2009-2011),2009,2011,"LEWIS, John R.",GA,Democrat,House,111
111th (2009-2011),2009,2011,"MEEK, Kendrick B.",FL,Democrat,House,111
111th (2009-2011),2009,2011,"MEEKS, Gregory W.",NY,Democrat,House,111
111th (2009-2011),2009,2011,"MOORE, Gwendolynne S. (Gwen)",WI,Democrat,House,111
111th (2009-2011),2009,2011,"NORTON, Eleanor Holmes",DC,Democrat,House,111
111th (2009-2011),2009,2011,"PAYNE, Donald Milford",NJ,Democrat,House,111
111th (2009-2011),2009,2011,"RANGEL, Charles B.",NY,Democrat,House,111
111th (2009-2011),2009,2011,"RICHARDSON, Laura",CA,Democrat,House,111
111th (2009-2011),2009,2011,"RUSH, Bobby L.",IL,Democrat,House,111
111th (2009-2011),2009,2011,"SCOTT, David",GA,Democrat,House,111
111th (2009-2011),2009,2011,"SCOTT, Robert C.",VA,Democrat,House,111
111th (2009-2011),2009,2011,"THOMPSON, Bennie",MS,Democrat,House,111
111th (2009-2011),2009,2011,"TOWNS, Edolphus",NY,Democrat,House,111
111th (2009-2011),2009,2011,"WATERS, Maxine",CA,Democrat,House,111
111th (2009-2011),2009,2011,"WATSON, Diane Edith",CA,Democrat,House,111
111th (2009-2011),2009,2011,"WATT, Melvin L.",NC,Democrat,House,111
112th (2011-2013),2011,2013,,,,,112
112th (2011-2013),2011,2013,"BASS, Karen",CA,Democrat,House,112
112th (2011-2013),2011,2013,"BISHOP, Sanford Dixon, Jr.",GA,Democrat,House,112
112th (2011-2013),2011,2013,"BROWN, Corrine",FL,Democrat,House,112
112th (2011-2013),2011,2013,"BUTTERFIELD, George Kenneth, Jr. (G.K.)",NC,Democrat,House,112
112th (2011-2013),2011,2013,"CARSON, André",IN,Democrat,House,112
112th (2011-2013),2011,2013,"CHRISTENSEN, Donna Marie",VI,Democrat,House,112
112th (2011-2013),2011,2013,"CLARKE, Hansen",MI,Democrat,House,112
112th (2011-2013),2011,2013,"CLARKE, Yvette Diane",NY,Democrat,House,112
112th (2011-2013),2011,2013,"CLAY, William Lacy, Jr.",MO,Democrat,House,112
112th (2011-2013),2011,2013,"CLEAVER, Emanuel, II",MO,Democrat,House,112
112th (2011-2013),2011,2013,"CLYBURN, James Enos",SC,Democrat,House,112
112th (2011-2013),2011,2013,"CONYERS, John, Jr.",MI,Democrat,House,112
112th (2011-2013),2011,2013,"CUMMINGS, Elijah Eugene",MD,Democrat,House,112
112th (2011-2013),2011,2013,"DAVIS, Danny K.",IL,Democrat,House,112
112th (2011-2013),2011,2013,"EDWARDS, Donna F.",MD,Democrat,House,112
112th (2011-2013),2011,2013,"ELLISON, Keith",MN,Democrat,House,112
112th (2011-2013),2011,2013,"FATTAH, Chaka",PA,Democrat,House,112
112th (2011-2013),2011,2013,"FUDGE, Marcia L.",OH,Democrat,House,112
112th (2011-2013),2011,2013,"GREEN, Al",TX,Democrat,House,112
112th (2011-2013),2011,2013,"HASTINGS, Alcee Lamar",FL,Democrat,House,112
112th (2011-2013),2011,2013,"JACKSON, Jesse L., Jr.",IL,Democrat,House,112
112th (2011-2013),2011,2013,"JACKSON LEE, Sheila",TX,Democrat,House,112
112th (2011-2013),2011,2013,"JOHNSON, Eddie Bernice",TX,Democrat,House,112
112th (2011-2013),2011,2013,"JOHNSON, Hank",GA,Democrat,House,112
112th (2011-2013),2011,2013,"LEE, Barbara",CA,Democrat,House,112
112th (2011-2013),2011,2013,"LEWIS, John R.",GA,Democrat,House,112
112th (2011-2013),2011,2013,"MEEKS, Gregory W.",NY,Democrat,House,112
112th (2011-2013),2011,2013,"MOORE, Gwendolynne S. (Gwen)",WI,Democrat,House,112
112th (2011-2013),2011,2013,"NORTON, Eleanor Holmes",DC,Democrat,House,112
112th (2011-2013),2011,2013,"PAYNE, Donald Milford 26",NJ,Democrat,House,112
112th (2011-2013),2011,2013,"PAYNE, Donald, Jr.",NJ,Democrat,House,112
112th (2011-2013),2011,2013,"RANGEL, Charles B.",NY,Democrat,House,112
112th (2011-2013),2011,2013,"RICHARDSON, Laura",CA,Democrat,House,112
112th (2011-2013),2011,2013,"RICHMOND, Cedric",LA,Democrat,House,112
112th (2011-2013),2011,2013,"RUSH, Bobby L.",IL,Democrat,House,112
112th (2011-2013),2011,2013,"SCOTT, David",GA,Democrat,House,112
112th (2011-2013),2011,2013,"SCOTT, Robert C.",VA,Democrat,House,112
112th (2011-2013),2011,2013,"SCOTT, Tim 27",SC,Republican,House,112
112th (2011-2013),2011,2013,"SEWELL, Terri",AL,Democrat,House,112
112th (2011-2013),2011,2013,"THOMPSON, Bennie",MS,Democrat,House,112
112th (2011-2013),2011,2013,"TOWNS, Edolphus",NY,Democrat,House,112
112th (2011-2013),2011,2013,"WATERS, Maxine",CA,Democrat,House,112
112th (2011-2013),2011,2013,"WATT, Melvin L.",NC,Democrat,House,112
112th (2011-2013),2011,2013,"WEST, Allen",FL,Republican,House,112
112th (2011-2013),2011,2013,"WILSON, Frederica",FL,Democrat,House,112
113th (2013-2015),2013,2015,,,,,113
113th (2013-2015),2013,2015,"ADAMS, Alma 28",NC,Democrat,House,113
113th (2013-2015),2013,2015,"BASS, Karen",CA,Democrat,House,113
113th (2013-2015),2013,2015,"BEATTY, Joyce",OH,Democrat,House,113
113th (2013-2015),2013,2015,"BISHOP, Sanford Dixon, Jr.",GA,Democrat,House,113
113th (2013-2015),2013,2015,"BOOKER, Cory Anthony",NJ,Democrat,Senate,113
113th (2013-2015),2013,2015,"BROWN, Corrine",FL,Democrat,House,113
113th (2013-2015),2013,2015,"BUTTERFIELD, George Kenneth, Jr. (G.K.)",NC,Democrat,House,113
113th (2013-2015),2013,2015,"CARSON, André",IN,Democrat,House,113
113th (2013-2015),2013,2015,"CHRISTENSEN, Donna Marie",VI,Democrat,House,113
113th (2013-2015),2013,2015,"CLARKE, Yvette Diane",NY,Democrat,House,113
113th (2013-2015),2013,2015,"CLAY, William Lacy, Jr.",MO,Democrat,House,113
113th (2013-2015),2013,2015,"CLEAVER, Emanuel, II",MO,Democrat,House,113
113th (2013-2015),2013,2015,"CLYBURN, James Enos",SC,Democrat,House,113
113th (2013-2015),2013,2015,"CONYERS, John, Jr.",MI,Democrat,House,113
113th (2013-2015),2013,2015,"COWAN, William (Mo) 29",MA,Democrat,Senate,113
113th (2013-2015),2013,2015,"CUMMINGS, Elijah Eugene",MD,Democrat,House,113
113th (2013-2015),2013,2015,"DAVIS, Danny K.",IL,Democrat,House,113
113th (2013-2015),2013,2015,"EDWARDS, Donna F.",MD,Democrat,House,113
113th (2013-2015),2013,2015,"ELLISON, Keith",MN,Democrat,House,113
113th (2013-2015),2013,2015,"FATTAH, Chaka",PA,Democrat,House,113
113th (2013-2015),2013,2015,"FUDGE, Marcia L.",OH,Democrat,House,113
113th (2013-2015),2013,2015,"GREEN, Al",TX,Democrat,House,113
113th (2013-2015),2013,2015,"HASTINGS, Alcee Lamar",FL,Democrat,House,113
113th (2013-2015),2013,2015,"HORSFORD, Steven",NV,Democrat,House,113
113th (2013-2015),2013,2015,"JACKSON LEE, Sheila",TX,Democrat,House,113
113th (2013-2015),2013,2015,"JEFFRIES, Hakeem",NY,Democrat,House,113
113th (2013-2015),2013,2015,"JOHNSON, Eddie Bernice",TX,Democrat,House,113
113th (2013-2015),2013,2015,"JOHNSON, Hank",GA,Democrat,House,113
113th (2013-2015),2013,2015,"KELLY, Robin L. 30",IL,Democrat,House,113
113th (2013-2015),2013,2015,"LEE, Barbara",CA,Democrat,House,113
113th (2013-2015),2013,2015,"LEWIS, John R.",GA,Democrat,House,113
113th (2013-2015),2013,2015,"MEEKS, Gregory W.",NY,Democrat,House,113
113th (2013-2015),2013,2015,"MOORE, Gwendolynne S. (Gwen)",WI,Democrat,House,113
113th (2013-2015),2013,2015,"NORTON, Eleanor Holmes",DC,Democrat,House,113
113th (2013-2015),2013,2015,"PAYNE, Donald, Jr.",NJ,Democrat,House,113
113th (2013-2015),2013,2015,"RANGEL, Charles B.",NY,Democrat,House,113
113th (2013-2015),2013,2015,"RICHMOND, Cedric",LA,Democrat,House,113
113th (2013-2015),2013,2015,"RUSH, Bobby L.",IL,Democrat,House,113
113th (2013-2015),2013,2015,"SCOTT, David",GA,Democrat,House,113
113th (2013-2015),2013,2015,"SCOTT, Robert C.",VA,Democrat,House,113
113th (2013-2015),2013,2015,"SCOTT, Tim",SC,Republican,Senate,113
113th (2013-2015),2013,2015,"SEWELL, Terri",AL,Democrat,House,113
113th (2013-2015),2013,2015,"THOMPSON, Bennie",MS,Democrat,House,113
113th (2013-2015),2013,2015,"VEASEY, Marc",TX,Democrat,House,113
113th (2013-2015),2013,2015,"WATERS, Maxine",CA,Democrat,House,113
113th (2013-2015),2013,2015,"WATT, Melvin L.",NC,Democrat,House,113
113th (2013-2015),2013,2015,"WILSON, Frederica",FL,Democrat,House,113
114th (2015-2017),2015,2017,,,,,114
114th (2015-2017),2015,2017,"ADAMS, Alma",NC,Democrat,House,114
114th (2015-2017),2015,2017,"BASS, Karen",CA,Democrat,House,114
114th (2015-2017),2015,2017,"BEATTY, Joyce",OH,Democrat,House,114
114th (2015-2017),2015,2017,"BISHOP, Sanford Dixon, Jr.",GA,Democrat,House,114
114th (2015-2017),2015,2017,"BOOKER, Cory Anthony",NJ,Democrat,Senate,114
114th (2015-2017),2015,2017,"BROWN, Corrine",FL,Democrat,House,114
114th (2015-2017),2015,2017,"BUTTERFIELD, George Kenneth, Jr. (G.K.)",NC,Democrat,House,114
114th (2015-2017),2015,2017,"CARSON, André",IN,Democrat,House,114
114th (2015-2017),2015,2017,"CLARKE, Yvette Diane",NY,Democrat,House,114
114th (2015-2017),2015,2017,"CLAY, William Lacy, Jr.",MO,Democrat,House,114
114th (2015-2017),2015,2017,"CLEAVER, Emanuel, II",MO,Democrat,House,114
114th (2015-2017),2015,2017,"CLYBURN, James Enos",SC,Democrat,House,114
114th (2015-2017),2015,2017,"CONYERS, John, Jr.",MI,Democrat,House,114
114th (2015-2017),2015,2017,"CUMMINGS, Elijah Eugene",MD,Democrat,House,114
114th (2015-2017),2015,2017,"DAVIS, Danny K.",IL,Democrat,House,114
114th (2015-2017),2015,2017,"EDWARDS, Donna F.",MD,Democrat,House,114
114th (2015-2017),2015,2017,"ELLISON, Keith",MN,Democrat,House,114
114th (2015-2017),2015,2017,"EVANS, Dwight 31",PA,Democrat,House,114
114th (2015-2017),2015,2017,"FATTAH, Chaka 32",PA,Democrat,House,114
114th (2015-2017),2015,2017,"FUDGE, Marcia L.",OH,Democrat,House,114
114th (2015-2017),2015,2017,"GREEN, Al",TX,Democrat,House,114
114th (2015-2017),2015,2017,"HASTINGS, Alcee Lamar",FL,Democrat,House,114
114th (2015-2017),2015,2017,"HURD, William Ballard",TX,Republican,House,114
114th (2015-2017),2015,2017,"JACKSON LEE, Sheila",TX,Democrat,House,114
114th (2015-2017),2015,2017,"JEFFRIES, Hakeem",NY,Democrat,House,114
114th (2015-2017),2015,2017,"JOHNSON, Eddie Bernice",TX,Democrat,House,114
114th (2015-2017),2015,2017,"JOHNSON, Hank",GA,Democrat,House,114
114th (2015-2017),2015,2017,"KELLY, Robin L.",IL,Democrat,House,114
114th (2015-2017),2015,2017,"LAWRENCE, Brenda L.",MI,Democrat,House,114
114th (2015-2017),2015,2017,"LEE, Barbara",CA,Democrat,House,114
114th (2015-2017),2015,2017,"LEWIS, John R.",GA,Democrat,House,114
114th (2015-2017),2015,2017,"LOVE, Ludmya Bourdeau (Mia)",UT,Republican,House,114
114th (2015-2017),2015,2017,"MEEKS, Gregory W.",NY,Democrat,House,114
114th (2015-2017),2015,2017,"MOORE, Gwendolynne S. (Gwen)",WI,Democrat,House,114
114th (2015-2017),2015,2017,"NORTON, Eleanor Holmes",DC,Democrat,House,114
114th (2015-2017),2015,2017,"PAYNE, Donald, Jr.",NJ,Democrat,House,114
114th (2015-2017),2015,2017,"PLASKETT, Stacey E.",VI,Democrat,House,114
114th (2015-2017),2015,2017,"RANGEL, Charles B.",NY,Democrat,House,114
114th (2015-2017),2015,2017,"RICHMOND, Cedric",LA,Democrat,House,114
114th (2015-2017),2015,2017,"RUSH, Bobby L.",IL,Democrat,House,114
114th (2015-2017),2015,2017,"SCOTT, David",GA,Democrat,House,114
114th (2015-2017),2015,2017,"SCOTT, Robert C.",VA,Democrat,House,114
114th (2015-2017),2015,2017,"SCOTT, Tim",SC,Republican,Senate,114
114th (2015-2017),2015,2017,"SEWELL, Terri",AL,Democrat,House,114
114th (2015-2017),2015,2017,"THOMPSON, Bennie",MS,Democrat,House,114
114th (2015-2017),2015,2017,"VEASEY, Marc",TX,Democrat,House,114
114th (2015-2017),2015,2017,"WATERS, Maxine",CA,Democrat,House,114
114th (2015-2017),2015,2017,"WATSON COLEMAN, Bonnie",NJ,Democrat,House,114
114th (2015-2017),2015,2017,"WILSON, Frederica",FL,Democrat,House,114
115th (2017-2019),2017,2019,,,,,115
115th (2017-2019),2017,2019,"ADAMS, Alma",NC,Democrat,House,115
115th (2017-2019),2017,2019,"BASS, Karen",CA,Democrat,House,115
115th (2017-2019),2017,2019,"BEATTY, Joyce",OH,Democrat,House,115
115th (2017-2019),2017,2019,"BISHOP, Sanford Dixon, Jr.",GA,Democrat,House,115
115th (2017-2019),2017,2019,"BLUNT ROCHESTER, Lisa",DE,Democrat,House,115
115th (2017-2019),2017,2019,"BOOKER, Cory Anthony",NJ,Democrat,Senate,115
115th (2017-2019),2017,2019,"BROWN, Anthony Gregory",MD,Democrat,House,115
115th (2017-2019),2017,2019,"BUTTERFIELD, George Kenneth, Jr. (G.K.)",NC,Democrat,House,115
115th (2017-2019),2017,2019,"CARSON, André",IN,Democrat,House,115
115th (2017-2019),2017,2019,"CLARKE, Yvette Diane",NY,Democrat,House,115
115th (2017-2019),2017,2019,"CLAY, William Lacy, Jr.",MO,Democrat,House,115
115th (2017-2019),2017,2019,"CLEAVER, Emanuel, II",MO,Democrat,House,115
115th (2017-2019),2017,2019,"CLYBURN, James Enos",SC,Democrat,House,115
115th (2017-2019),2017,2019,"CONYERS, John, Jr.",MI,Democrat,House,115
115th (2017-2019),2017,2019,"CUMMINGS, Elijah Eugene",MD,Democrat,House,115
115th (2017-2019),2017,2019,"DAVIS, Danny K.",IL,Democrat,House,115
115th (2017-2019),2017,2019,"DEMINGS, Valdez Butler",FL,Democrat,House,115
115th (2017-2019),2017,2019,"ELLISON, Keith",MN,Democrat,House,115
115th (2017-2019),2017,2019,"EVANS, Dwight",PA,Democrat,House,115
115th (2017-2019),2017,2019,"FUDGE, Marcia L.",OH,Democrat,House,115
115th (2017-2019),2017,2019,"GREEN, Al",TX,Democrat,House,115
115th (2017-2019),2017,2019,"HARRIS, Kamala Devi",CA,Democrat,Senate,115
115th (2017-2019),2017,2019,"HASTINGS, Alcee Lamar",FL,Democrat,House,115
115th (2017-2019),2017,2019,"HURD, William Ballard",TX,Republican,House,115
115th (2017-2019),2017,2019,"JACKSON LEE, Sheila",TX,Democrat,House,115
115th (2017-2019),2017,2019,"JEFFRIES, Hakeem",NY,Democrat,House,115
115th (2017-2019),2017,2019,"JOHNSON, Eddie Bernice",TX,Democrat,House,115
115th (2017-2019),2017,2019,"JOHNSON, Hank",GA,Democrat,House,115
115th (2017-2019),2017,2019,"KELLY, Robin L.",IL,Democrat,House,115
115th (2017-2019),2017,2019,"LAWRENCE, Brenda L.",MI,Democrat,House,115
115th (2017-2019),2017,2019,"LAWSON, Alfred Jr.",FL,Democrat,House,115
115th (2017-2019),2017,2019,"LEE, Barbara",CA,Democrat,House,115
115th (2017-2019),2017,2019,"LEWIS, John R.",GA,Democrat,House,115
115th (2017-2019),2017,2019,"LOVE, Ludmya Bourdeau (Mia)",UT,Republican,House,115
115th (2017-2019),2017,2019,"MCEACHIN, Aston Donald",VA,Democrat,House,115
115th (2017-2019),2017,2019,"MEEKS, Gregory W.",NY,Democrat,House,115
115th (2017-2019),2017,2019,"MOORE, Gwendolynne S. (Gwen)",WI,Democrat,House,115
115th (2017-2019),2017,2019,"NORTON, Eleanor Holmes",DC,Democrat,House,115
115th (2017-2019),2017,2019,"PAYNE, Donald, Jr.",NJ,Democrat,House,115
115th (2017-2019),2017,2019,"PLASKETT, Stacey E.",VI,Democrat,House,115
115th (2017-2019),2017,2019,"RICHMOND, Cedric",LA,Democrat,House,115
115th (2017-2019),2017,2019,"RUSH, Bobby L.",IL,Democrat,House,115
115th (2017-2019),2017,2019,"SCOTT, David",GA,Democrat,House,115
115th (2017-2019),2017,2019,"SCOTT, Robert C.",VA,Democrat,House,115
115th (2017-2019),2017,2019,"SCOTT, Tim",SC,Republican,Senate,115
115th (2017-2019),2017,2019,"SEWELL, Terri",AL,Democrat,House,115
115th (2017-2019),2017,2019,"THOMPSON, Bennie",MS,Democrat,House,115
115th (2017-2019),2017,2019,"VEASEY, Marc",TX,Democrat,House,115
115th (2017-2019),2017,2019,"WATERS, Maxine",CA,Democrat,House,115
115th (2017-2019),2017,2019,"WATSON COLEMAN, Bonnie",NJ,Democrat,House,115
115th (2017-2019),2017,2019,"WILSON, Frederica",FL,Democrat,House,115
